valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,population_iris,pop_15_64_iris,nb_logement_iris,tx_pauvrete_iris,tx_menages_imposables_iris,dec_med_iris,disp_med_iris,tx_impot_iris,part_rev_act_salarie_iris,part_rev_chomage_iris,part_rev_retraites_iris,tx_emploi_15_64_iris,tx_cdi_iris,nb_generalistes_iris,nb_paramed_iris,nb_com_alim_iris,nb_eq_sportif_iris,densite_population
85000.0,32.0,2.0,3.89488697052002,43.61074447631836,2691.0,1732.0,1680.0,14.43488943,62.53644315,21282.0,20684.0,17.7,55.9,3.6,33.4,57.39030023,84.06976744,3.0,8.0,3.0,6.0,17189.240808530958
136000.0,47.0,2.0,3.862982988357544,43.64054870605469,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,26866.146745185422
99000.0,17.0,1.0,3.837946891784668,43.613468170166016,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,1909.9156453923285
282280.0,93.0,4.0,3.836867094039917,43.63216781616211,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,12987.426388667835
70000.0,38.0,1.0,3.838454961776733,43.61143493652344,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,13369.409517746299
132500.0,72.0,4.0,3.888395071029663,43.614723205566406,2424.0,1596.0,1314.0,23.48336595,53.33998006,19168.0,19004.0,17.3,52.0,3.8,32.2,57.33082707,87.67471409999999,0.0,6.0,4.0,1.0,24701.575680407448
219750.0,55.0,2.0,3.86129093170166,43.624427795410156,3571.0,2949.0,1691.0,21.56573117,54.03397028,20914.0,19943.0,19.9,57.6,3.5,27.2,33.23160393,72.71702368,4.0,8.0,1.0,0.0,11077.510743275505
60000.0,29.0,1.0,3.875242948532105,43.6093635559082,2437.0,2085.0,1915.0,27.59253594,45.23135033,16102.0,16792.66667,19.6,56.5,6.0,17.2,48.53717026,60.14580802,3.0,4.0,17.0,1.0,33232.53222982652
390000.0,107.0,5.0,3.869123935699463,43.60513305664063,4826.0,3768.0,3138.0,29.54889113,47.60353653,16682.0,16927.0,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5.0,31.0,30.0,2.0,25465.54193856438
242600.0,32.0,2.0,3.8985059261322017,43.6016845703125,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,22664.3323253223
242600.0,27.0,2.0,3.8985059261322017,43.6016845703125,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,22664.3323253223
106000.0,44.0,1.0,3.8826999664306636,43.60887908935547,4579.0,3700.0,3448.0,23.30302046,56.09625668,21635.0,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14.0,27.0,19.0,1.0,14388.031195288875
242344.0,79.0,3.0,3.874579906463623,43.60863876342773,2437.0,2085.0,1915.0,27.59253594,45.23135033,16102.0,16792.66667,19.6,56.5,6.0,17.2,48.53717026,60.14580802,3.0,4.0,17.0,1.0,40999.52252108865
55000.0,18.0,1.0,3.866691112518311,43.63640594482422,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,32086.58284259112
90000.0,28.0,2.0,3.8689448833465576,43.608802795410156,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,11968.804711125258
79000.0,19.0,1.0,3.872831106185913,43.601478576660156,4567.0,3372.0,3077.0,21.86794208,55.66762728,20564.0,19764.0,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10.0,36.0,14.0,1.0,11332.16616266115
146000.0,36.0,2.0,3.8735721111297607,43.6102180480957,2370.0,2050.0,1938.0,20.94117647,54.52812202,21298.0,20329.047619999998,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11.0,9.0,24.0,0.0,31449.94429412701
165714.0,67.0,3.0,3.85804295539856,43.5901985168457,5374.0,3559.0,2692.0,24.10271374,45.05849133,16010.0,16734.0,14.6,59.9,5.0,28.3,58.16240517,88.68407578,4.0,19.0,7.0,2.0,21518.382938086903
60000.0,16.0,1.0,3.85343599319458,43.62261581420898,4172.0,3154.0,2795.0,39.91313464,34.23522916,11364.0,13454.444440000001,13.0,63.6,7.1,21.9,51.01458465,77.06167706,6.0,13.0,8.0,0.0,7639.662581569314
945000.0,66.0,2.0,3.843388080596924,43.605873107910156,4258.0,2866.0,2198.0,23.52122477,51.64147994,16308.0,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2.0,8.0,4.0,1.0,2928.537322934904
945000.0,144.0,3.0,3.843388080596924,43.605873107910156,4258.0,2866.0,2198.0,23.52122477,51.64147994,16308.0,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2.0,8.0,4.0,1.0,2928.537322934904
110600.0,42.0,2.0,3.866558074951172,43.60615539550781,3634.0,2478.0,2076.0,28.932244399999995,50.88253195,16894.0,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3.0,23.0,14.0,0.0,14388.031195288875
275000.0,96.0,4.0,3.8353180885314937,43.63284683227539,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,9931.561356040109
150000.0,46.0,2.0,3.87377405166626,43.6041145324707,4567.0,3372.0,3077.0,21.86794208,55.66762728,20564.0,19764.0,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10.0,36.0,14.0,1.0,23810.281712557695
82000.0,28.0,1.0,3.842283010482788,43.62889862060547,2418.0,1836.0,1574.0,16.83833408,56.29887055,21428.0,20247.61905,18.4,59.0,4.2,28.2,56.31808279,78.25112108,3.0,16.0,0.0,0.0,8276.301130033424
39000.0,19.0,1.0,3.8763740062713614,43.5815658569336,4098.0,2822.0,2013.0,34.24868472,31.48571429,11750.0,14575.333330000001,10.8,73.9,8.4,14.0,54.96102055,84.22131148,1.0,2.0,5.0,4.0,7639.662581569314
107000.0,30.0,2.0,3.8915090560913086,43.62815475463867,3375.0,2360.0,1865.0,10.09530533,71.20567376,26816.0,25518.0,23.9,53.9,2.2,25.0,65.29661017,83.18794607,6.0,16.0,3.0,1.0,6875.696323412382
73000.0,23.0,1.0,3.8605349063873287,43.62457275390625,3571.0,2949.0,1691.0,21.56573117,54.03397028,20914.0,19943.0,19.9,57.6,3.5,27.2,33.23160393,72.71702368,4.0,8.0,1.0,0.0,7130.351742798027
140000.0,88.0,4.0,3.8646280765533447,43.594642639160156,5374.0,3559.0,2692.0,24.10271374,45.05849133,16010.0,16734.0,14.6,59.9,5.0,28.3,58.16240517,88.68407578,4.0,19.0,7.0,2.0,3055.8650326277257
73000.0,32.0,2.0,3.85277795791626,43.60298538208008,1889.0,1255.0,1184.0,19.28438662,59.64566929,21990.0,21012.38095,20.1,44.8,3.5,34.9,57.05179283,79.87519501,5.0,12.0,1.0,3.0,14897.342034060162
120931.0,70.0,3.0,3.8749589920043945,43.60745239257813,2437.0,2085.0,1915.0,27.59253594,45.23135033,16102.0,16792.66667,19.6,56.5,6.0,17.2,48.53717026,60.14580802,3.0,4.0,17.0,1.0,29412.70093904186
91000.0,35.0,2.0,3.869322061538696,43.60835647583008,4567.0,3372.0,3077.0,21.86794208,55.66762728,20564.0,19764.0,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10.0,36.0,14.0,1.0,18462.517905459175
254100.0,77.0,5.0,3.8799059391021733,43.60095596313477,3169.0,2458.0,2164.0,25.78139449,42.13230572,15536.0,16781.111109999998,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3.0,15.0,13.0,0.0,19608.46729269457
102114.0,12.0,0.0,3.868402004241944,43.6135139465332,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,1145.9493872353971
102114.0,15.0,0.0,3.868402004241944,43.6135139465332,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,1145.9493872353971
102114.0,12.0,0.0,3.868402004241944,43.6135139465332,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,1145.9493872353971
178000.0,65.0,3.0,3.852466106414795,43.63804626464844,3898.0,3522.0,3172.0,27.408678600000002,42.31378764,15726.0,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0.0,10.0,1.0,0.0,14642.686614674518
73600.0,111.0,6.0,3.856322050094605,43.59776306152344,2398.0,1575.0,1549.0,15.30032468,57.18981101,19424.0,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4.0,19.0,3.0,1.0,7257.679452490848
73600.0,83.0,4.0,3.856322050094605,43.59776306152344,2398.0,1575.0,1549.0,15.30032468,57.18981101,19424.0,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4.0,19.0,3.0,1.0,7257.679452490848
239000.0,82.0,3.0,3.851537942886353,43.6116943359375,2849.0,1777.0,1671.0,25.86307782,53.75816993,18406.0,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3.0,28.0,6.0,5.0,11586.821582046792
265300.0,87.0,4.0,3.894315004348755,43.6030387878418,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,25465.54193856438
158300.0,42.0,2.0,3.879862070083618,43.6141357421875,2851.0,2277.0,2237.0,20.14453478,52.28426396,19866.0,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5.0,21.0,18.0,0.0,16425.274550374026
230000.0,84.0,4.0,3.8324129581451416,43.634910583496094,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,13242.081808053477
113000.0,46.0,2.0,3.832762956619263,43.63299560546875,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,21645.710647779724
232000.0,77.0,4.0,3.898340940475464,43.61932373046875,1900.0,1275.0,835.0,28.62860192,39.88439306,13984.0,15713.0,12.8,61.8,6.8,26.7,48.47058824,81.22807018,2.0,13.0,6.0,4.0,10058.88906573293
70000.0,71.0,3.0,3.838454961776733,43.61143493652344,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,13369.409517746299
60000.0,30.0,1.0,3.8479270935058594,43.61297607421875,2849.0,1777.0,1671.0,25.86307782,53.75816993,18406.0,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3.0,28.0,6.0,5.0,10313.544485118575
225000.0,104.0,4.0,3.8337280750274663,43.63262176513672,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,30176.66719719879
70000.0,21.0,1.0,3.8735260963439937,43.61933517456055,2967.0,2251.0,2021.0,23.52941176,53.83244207,19814.0,19367.41935,20.7,54.9,3.9,25.1,46.82363394,75.51252847,9.0,21.0,7.0,0.0,20754.41667992997
29000.0,66.0,3.0,3.899430990219116,43.60052108764648,5166.0,3833.0,3193.0,15.02021019,62.00519143,20928.0,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17.0,43.0,9.0,3.0,28776.06239057775
80000.0,20.0,1.0,3.897995948791504,43.60334777832031,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,47493.23571542257
78500.0,20.0,1.0,3.882060050964356,43.602134704589844,3169.0,2458.0,2164.0,25.78139449,42.13230572,15536.0,16781.111109999998,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3.0,15.0,13.0,0.0,17571.223937609422
113500.0,44.0,2.0,3.8413589000701904,43.62343215942383,4326.0,2883.0,2370.0,46.327141999999995,39.43580887,9726.0,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3.0,9.0,13.0,5.0,19990.45042177304
84000.0,64.0,0.0,3.8607449531555176,43.62613296508789,2309.0,1923.0,1591.0,29.902597399999998,44.11764706,15834.0,16761.97436,17.1,63.4,4.8,21.4,39.72958918,68.59623734,1.0,13.0,0.0,2.0,11968.804711125258
190000.0,68.0,3.0,3.898535966873169,43.60207748413086,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,32977.876810440874
339974.0,94.0,4.0,3.854578018188477,43.5936164855957,2398.0,1575.0,1549.0,15.30032468,57.18981101,19424.0,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4.0,19.0,3.0,1.0,8021.64571064778
1905000.0,49.0,0.0,3.8858830928802486,43.60457992553711,2668.0,1928.0,2125.0,22.99237326,51.57740279,18724.0,18502.0,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5.0,13.0,7.0,1.0,10950.183033582683
1905000.0,48.0,0.0,3.8858830928802486,43.60457992553711,2668.0,1928.0,2125.0,22.99237326,51.57740279,18724.0,18502.0,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5.0,13.0,7.0,1.0,10950.183033582683
105000.0,72.0,4.0,3.8361620903015137,43.61122512817383,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,11077.510743275505
115000.0,32.0,2.0,3.878062009811402,43.604652404785156,2515.0,1962.0,1978.0,25.92592593,49.23599321,18062.0,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8.0,17.0,39.0,1.0,20245.105841158682
145000.0,63.0,2.0,3.8668038845062256,43.59931564331055,3521.0,2139.0,1905.0,21.78927681,53.0956848,17972.0,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.17760279999999,2.0,10.0,6.0,2.0,6748.368613719561
127000.0,40.0,1.0,3.879203081130981,43.61357116699219,2851.0,2277.0,2237.0,20.14453478,52.28426396,19866.0,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5.0,21.0,18.0,0.0,27884.768422727997
81500.0,40.0,2.0,3.8668940067291264,43.59283447265625,5788.0,3594.0,3160.0,21.76228742,50.67014147,17061.0,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4.0,28.0,9.0,5.0,12860.098678975011
90000.0,90.0,0.0,3.8668038845062256,43.59931564331055,3521.0,2139.0,1905.0,21.78927681,53.0956848,17972.0,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.17760279999999,2.0,10.0,6.0,2.0,6748.368613719561
132700.0,67.0,3.0,3.837081909179688,43.59868621826172,4188.0,2918.0,2027.0,16.44876523,61.18791603,20392.0,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3.0,25.0,2.0,4.0,13751.392646824765
150000.0,36.0,2.0,3.854778051376343,43.62302780151367,3571.0,2949.0,1691.0,21.56573117,54.03397028,20914.0,19943.0,19.9,57.6,3.5,27.2,33.23160393,72.71702368,4.0,8.0,1.0,0.0,6239.057774948273
75000.0,70.0,3.0,3.83080792427063,43.615516662597656,2054.0,1378.0,1238.0,24.31546923,52.47148289,17408.0,17600.0,15.2,59.4,5.7,26.6,60.74020319,88.75816993,3.0,14.0,4.0,3.0,52968.32723221391
148450.0,48.0,2.0,3.906580924987793,43.61353302001953,1817.0,1331.0,1098.0,0.0,63.66630077,22040.0,21202.85714,19.6,61.4,3.5,24.7,65.81517656,90.1910828,4.0,3.0,1.0,0.0,16679.92996975967
57000.0,68.0,3.0,3.901216983795166,43.59826278686523,5166.0,3833.0,3193.0,15.02021019,62.00519143,20928.0,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17.0,43.0,9.0,3.0,25338.21422887156
86000.0,27.0,2.0,3.867021083831787,43.60995101928711,2440.0,1868.0,1590.0,22.80461032,52.78884462,20140.0,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8.0,22.0,7.0,1.0,13751.392646824765
80000.0,21.0,1.0,3.856229066848755,43.6334342956543,4667.0,4123.0,2157.0,21.40655646,51.84016824,21278.0,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3.0,17.0,4.0,0.0,18971.828744230465
75000.0,21.0,0.0,3.8894879817962646,43.60778045654297,2878.0,2008.0,2022.0,15.31072339,62.33766234,22704.0,21582.0,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7.0,33.0,14.0,6.0,23046.315454400763
85000.0,18.0,1.0,3.8751060962677,43.61254119873047,2370.0,2050.0,1938.0,20.94117647,54.52812202,21298.0,20329.047619999998,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11.0,9.0,24.0,0.0,37179.69123030399
285000.0,80.0,4.0,3.8574810028076167,43.63127517700195,4667.0,4123.0,2157.0,21.40655646,51.84016824,21278.0,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3.0,17.0,4.0,0.0,14133.37577590323
80000.0,29.0,1.0,3.871303081512451,43.62641525268555,2883.0,1964.0,1904.0,13.03216651,67.85992218,25188.0,23835.0,20.4,50.3,2.3,36.1,59.77596741,78.63501484,8.0,17.0,2.0,0.0,34505.80932675474
80000.0,21.0,1.0,3.856229066848755,43.6334342956543,4667.0,4123.0,2157.0,21.40655646,51.84016824,21278.0,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3.0,17.0,4.0,0.0,18971.828744230465
138400.0,43.0,2.0,3.8808069229125977,43.603294372558594,3169.0,2458.0,2164.0,25.78139449,42.13230572,15536.0,16781.111109999998,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3.0,15.0,13.0,0.0,16297.946840681203
31100.0,19.0,1.0,3.8889250755310063,43.5948486328125,3009.0,2000.0,1825.0,15.11279382,62.63595649,21494.0,20615.0,18.7,58.8,3.3,27.7,60.35,84.62273161,6.0,12.0,5.0,2.0,7385.0071621836705
185100.0,120.0,5.0,3.874999046325684,43.60734939575195,2437.0,2085.0,1915.0,27.59253594,45.23135033,16102.0,16792.66667,19.6,56.5,6.0,17.2,48.53717026,60.14580802,3.0,4.0,17.0,1.0,32977.876810440874
341200.0,76.0,4.0,3.893249988555908,43.590797424316406,1877.0,1352.0,1155.0,20.01128987,50.74798619,18344.0,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0.0,3.0,2.0,8.0,5347.7638070985195
1000.0,65.0,0.0,3.8826999664306636,43.60887908935547,4579.0,3700.0,3448.0,23.30302046,56.09625668,21635.0,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14.0,27.0,19.0,1.0,14388.031195288875
173000.0,78.0,4.0,3.867445945739746,43.591651916503906,5788.0,3594.0,3160.0,21.76228742,50.67014147,17061.0,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4.0,28.0,9.0,5.0,14770.014324367341
92600.0,35.0,2.0,3.8852078914642334,43.60089874267578,2888.0,1851.0,1605.0,22.36770322,50.80882353,17720.0,18040.37037,15.0,57.3,4.4,30.6,56.29389519,80.57080132,3.0,6.0,3.0,1.0,18335.190195766354
213500.0,83.0,4.0,3.8366000652313232,43.6314697265625,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,14642.686614674518
15000.0,48.0,2.0,3.867021083831787,43.60995101928711,2440.0,1868.0,1590.0,22.80461032,52.78884462,20140.0,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8.0,22.0,7.0,1.0,13751.392646824765
144000.0,48.0,2.0,3.89314603805542,43.601070404052734,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,40999.52252108865
90000.0,25.0,1.0,3.849117994308472,43.63679885864258,3898.0,3522.0,3172.0,27.408678600000002,42.31378764,15726.0,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0.0,10.0,1.0,0.0,28521.406971192107
209000.0,86.0,3.0,3.8317348957061768,43.63530731201172,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,26229.508196721312
120000.0,31.0,2.0,3.90585994720459,43.61316299438477,1817.0,1331.0,1098.0,0.0,63.66630077,22040.0,21202.85714,19.6,61.4,3.5,24.7,65.81517656,90.1910828,4.0,3.0,1.0,0.0,14388.031195288875
90000.0,46.0,0.0,3.872925996780396,43.63780975341797,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,22027.69377685819
249000.0,60.0,3.0,3.8631899356842037,43.62078857421875,2731.0,1826.0,1571.0,17.53648281,61.00872939,22862.0,21669.047619999998,21.9,55.8,2.7,25.3,54.326396499999994,78.84378844,8.0,19.0,6.0,1.0,14133.37577590323
84000.0,38.0,2.0,3.871684074401856,43.60279846191406,4567.0,3372.0,3077.0,21.86794208,55.66762728,20564.0,19764.0,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10.0,36.0,14.0,1.0,8912.939678497532
165000.0,88.0,4.0,3.8698959350585938,43.61516952514648,2753.0,2242.0,1857.0,14.36657682,61.96498054,24986.0,23408.8,22.2,56.4,3.2,22.0,44.11239964,66.20046620000001,11.0,55.0,3.0,4.0,10186.216775425752
150000.0,56.0,3.0,3.879235029220581,43.619388580322266,3680.0,2452.0,2489.0,13.64497789,65.76177285,24186.0,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5.0,10.0,4.0,1.0,19481.13958300175
88000.0,40.0,2.0,3.883009910583496,43.60445022583008,2515.0,1962.0,1978.0,25.92592593,49.23599321,18062.0,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8.0,17.0,39.0,1.0,17825.879356995065
129100.0,25.0,1.0,3.8334751129150386,43.63911437988281,5107.0,3986.0,2893.0,25.62361077,45.48889939,15696.0,16668.0,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2.0,13.0,2.0,3.0,10186.216775425752
70000.0,20.0,1.0,3.868854999542236,43.60879898071289,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,10822.855323889862
180000.0,155.0,0.0,3.8889410495758057,43.60576248168945,2878.0,2008.0,2022.0,15.31072339,62.33766234,22704.0,21582.0,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7.0,33.0,14.0,6.0,31322.61658443419
226000.0,80.0,4.0,3.8889338970184326,43.60786819458008,2878.0,2008.0,2022.0,15.31072339,62.33766234,22704.0,21582.0,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7.0,33.0,14.0,6.0,20117.77813146586
215000.0,115.0,5.0,3.862617015838623,43.612220764160156,2094.0,1304.0,1205.0,11.96738559,65.06276151,25772.0,24227.5,23.5,48.7,2.8,26.9,65.64417178,78.51002865,9.0,36.0,7.0,0.0,10186.216775425752
312550.0,123.0,4.0,3.877609014511109,43.600006103515625,2976.0,1800.0,1691.0,16.79723083,63.01684533,21808.0,20867.0,20.2,51.7,3.2,30.9,56.16666667,85.73113208,3.0,27.0,4.0,1.0,4456.469839248766
82000.0,35.0,2.0,3.87001895904541,43.602577209472656,4826.0,3768.0,3138.0,29.54889113,47.60353653,16682.0,16927.0,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5.0,31.0,30.0,2.0,24446.920261021805
209500.0,63.0,3.0,3.872999906539917,43.59046173095703,5788.0,3594.0,3160.0,21.76228742,50.67014147,17061.0,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4.0,28.0,9.0,5.0,9676.905936654464
320000.0,75.0,3.0,3.8930470943450928,43.60517883300781,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,21518.382938086903
66500.0,19.0,1.0,3.8577940464019775,43.61231994628906,2849.0,1777.0,1671.0,25.86307782,53.75816993,18406.0,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3.0,28.0,6.0,5.0,11714.149291739615
107000.0,67.0,4.0,3.847620964050293,43.60581588745117,4258.0,2866.0,2198.0,23.52122477,51.64147994,16308.0,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2.0,8.0,4.0,1.0,17825.879356995065
56000.0,19.0,1.0,3.878937959671021,43.6016731262207,3169.0,2458.0,2164.0,25.78139449,42.13230572,15536.0,16781.111109999998,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3.0,15.0,13.0,0.0,32086.58284259112
94500.0,50.0,2.0,3.8670599460601807,43.61711502075195,2753.0,2242.0,1857.0,14.36657682,61.96498054,24986.0,23408.8,22.2,56.4,3.2,22.0,44.11239964,66.20046620000001,11.0,55.0,3.0,4.0,29540.028648734682
423740.0,75.0,4.0,3.8695340156555176,43.60424041748047,4826.0,3768.0,3138.0,29.54889113,47.60353653,16682.0,16927.0,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5.0,31.0,30.0,2.0,21900.366067165367
120000.0,56.0,3.0,3.883009910583496,43.60445022583008,2515.0,1962.0,1978.0,25.92592593,49.23599321,18062.0,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8.0,17.0,39.0,1.0,17825.879356995065
108000.0,35.0,2.0,3.8705348968505864,43.60808181762695,4567.0,3372.0,3077.0,21.86794208,55.66762728,20564.0,19764.0,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10.0,36.0,14.0,1.0,23046.315454400763
140000.0,43.0,2.0,3.8985059261322017,43.60079193115234,5166.0,3833.0,3193.0,15.02021019,62.00519143,20928.0,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17.0,43.0,9.0,3.0,29158.045519656214
179000.0,55.0,3.0,3.895137071609497,43.60066223144531,1877.0,1352.0,1155.0,20.01128987,50.74798619,18344.0,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0.0,3.0,2.0,8.0,17953.207066687886
248000.0,86.0,3.0,3.8409829139709473,43.6392936706543,5107.0,3986.0,2893.0,25.62361077,45.48889939,15696.0,16668.0,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2.0,13.0,2.0,3.0,1018.6216775425752
273800.0,98.0,5.0,3.842283010482788,43.62889862060547,2418.0,1836.0,1574.0,16.83833408,56.29887055,21428.0,20247.61905,18.4,59.0,4.2,28.2,56.31808279,78.25112108,3.0,16.0,0.0,0.0,8276.301130033424
