valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,population_iris,pop_15_64_iris,nb_logement_iris,tx_pauvrete_iris,tx_menages_imposables_iris,dec_med_iris,disp_med_iris,tx_impot_iris,part_rev_act_salarie_iris,part_rev_chomage_iris,part_rev_retraites_iris,tx_emploi_15_64_iris,tx_cdi_iris,nb_generalistes_iris,nb_paramed_iris,nb_com_alim_iris,nb_eq_sportif_iris
255000,65,2,3.876560926,43.60704803,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
85000,46,2,3.861104012,43.60528564,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
195800,55,2,3.863465071,43.61019516,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
105000,38,2,3.859257936,43.63789749,2162,1525,1235,14.02700033,56.67915106,22990,21681.42857,22.4,56.3,3.2,22.4,52,75.95473833,1,0,5,8
49000,21,1,3.852777958,43.60298538,1889,1255,1184,19.28438662,59.64566929,21990,21012.38095,20.1,44.8,3.5,34.9,57.05179283,79.87519501,5,12,1,3
98000,30,1,3.87746501,43.61298752,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
178700,54,2,3.91315794,43.61698914,2440,1761,1276,23.99765304,52.51101322,16570,17283.33333,19,71.6,4.6,11.2,61.83986371,88.7195122,2,18,5,7
90000,32,2,3.862982988,43.64054871,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
40000,17,1,3.824286938,43.61457825,2594,1881,1471,38.16155989,33.86287625,11316,13993.33333,11.9,66.4,7.3,20.2,53.42902711,80.6345733,4,7,5,1
85000,32,2,3.894886971,43.61074448,2691,1732,1680,14.43488943,62.53644315,21282,20684,17.7,55.9,3.6,33.4,57.39030023,84.06976744,3,8,3,6
20000,182,5,3.876774073,43.60513687,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
270000,98,4,3.895482063,43.59417343,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
136000,47,2,3.862982988,43.64054871,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
99000,17,1,3.837946892,43.61346817,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
99000,17,1,3.837946892,43.61346817,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
282280,93,4,3.836867094,43.63216782,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
121300,27,2,3.898505926,43.60168457,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
70000,38,1,3.838454962,43.61143494,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
60000,29,1,3.875242949,43.60936356,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
390000,107,5,3.869123936,43.60513306,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
242600,27,2,3.898505926,43.60168457,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
340000,18,1,3.86413002,43.62258911,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
340000,19,1,3.86413002,43.62258911,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
90000,28,2,3.868944883,43.6088028,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
79000,19,1,3.872831106,43.60147858,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
60000,16,1,3.853435993,43.62261581,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
945000,73,3,3.843388081,43.60587311,4258,2866,2198,23.52122477,51.64147994,16308,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2,8,4,1
945000,144,3,3.843388081,43.60587311,4258,2866,2198,23.52122477,51.64147994,16308,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2,8,4,1
110600,42,2,3.866558075,43.6061554,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
275000,96,4,3.835318089,43.63284683,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
150000,46,2,3.873774052,43.60411453,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
82000,28,1,3.84228301,43.62889862,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
221500,91,4,3.859954119,43.60787201,3190,2180,1841,33.71358371,43.04869442,13462,15858,14.3,51.8,4.6,35.4,50.04587156,79.01960784,1,2,6,0
223000,67,3,3.886230946,43.61986923,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
39000,19,1,3.876374006,43.58156586,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
107000,30,2,3.891509056,43.62815475,3375,2360,1865,10.09530533,71.20567376,26816,25518,23.9,53.9,2.2,25,65.29661017,83.18794607,6,16,3,1
73000,23,1,3.860534906,43.62457275,3571,2949,1691,21.56573117,54.03397028,20914,19943,19.9,57.6,3.5,27.2,33.23160393,72.71702368,4,8,1,0
45000,21,1,3.858110905,43.58671951,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
140000,88,4,3.864628077,43.59464264,5374,3559,2692,24.10271374,45.05849133,16010,16734,14.6,59.9,5,28.3,58.16240517,88.68407578,4,19,7,2
73000,32,2,3.852777958,43.60298538,1889,1255,1184,19.28438662,59.64566929,21990,21012.38095,20.1,44.8,3.5,34.9,57.05179283,79.87519501,5,12,1,3
120931,70,3,3.874958992,43.60745239,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
91000,35,2,3.869322062,43.60835648,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
254100,77,5,3.879905939,43.60095596,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
120000,36,2,3.873383045,43.6305542,4247,3180,2832,29.44006415,48.19277108,15864,16658,17.3,58.2,3.5,27,48.4591195,73.10149042,7,23,10,0
170200,57,3,3.873651028,43.60493088,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
102114,12,0,3.868402004,43.61351395,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
102114,15,0,3.868402004,43.61351395,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
102114,12,0,3.868402004,43.61351395,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
102114,12,0,3.868402004,43.61351395,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
178000,65,3,3.852466106,43.63804626,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
188270,75,2,3.887105942,43.60540771,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
142580,50,2,3.859954119,43.60787201,3190,2180,1841,33.71358371,43.04869442,13462,15858,14.3,51.8,4.6,35.4,50.04587156,79.01960784,1,2,6,0
239000,82,3,3.851537943,43.61169434,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
265300,87,4,3.894315004,43.60303879,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
122000,35,2,3.891509056,43.62815475,3375,2360,1865,10.09530533,71.20567376,26816,25518,23.9,53.9,2.2,25,65.29661017,83.18794607,6,16,3,1
254935,89,3,3.87778306,43.60512161,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
158300,42,2,3.87986207,43.61413574,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
230000,84,4,3.832412958,43.63491058,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
232000,77,4,3.89834094,43.61932373,1900,1275,835,28.62860192,39.88439306,13984,15713,12.8,61.8,6.8,26.7,48.47058824,81.22807018,2,13,6,4
70000,71,3,3.838454962,43.61143494,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
61000,25,1,3.845822096,43.62263489,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
185000,48,2,3.883186102,43.61651993,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
225000,104,4,3.833728075,43.63262177,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
29000,66,3,3.89943099,43.60052109,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
130000,61,3,3.865190983,43.61352539,2094,1304,1205,11.96738559,65.06276151,25772,24227.5,23.5,48.7,2.8,26.9,65.64417178,78.51002865,9,36,7,0
78500,20,1,3.882060051,43.6021347,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
113500,44,2,3.8413589,43.62343216,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
84000,64,0,3.860744953,43.62613297,2309,1923,1591,29.9025974,44.11764706,15834,16761.97436,17.1,63.4,4.8,21.4,39.72958918,68.59623734,1,13,0,2
190000,68,3,3.898535967,43.60207748,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
339974,94,4,3.854578018,43.59361649,2398,1575,1549,15.30032468,57.18981101,19424,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4,19,3,1
1905000,46,0,3.885883093,43.60457993,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
1905000,48,0,3.885883093,43.60457993,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
115000,32,2,3.87806201,43.6046524,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
145000,63,2,3.866803885,43.59931564,3521,2139,1905,21.78927681,53.0956848,17972,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.1776028,2,10,6,2
127000,40,1,3.879203081,43.61357117,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
368500,134,4,3.881155968,43.60144424,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
81500,40,2,3.866894007,43.59283447,5788,3594,3160,21.76228742,50.67014147,17061,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4,28,9,5
90000,90,0,3.866803885,43.59931564,3521,2139,1905,21.78927681,53.0956848,17972,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.1776028,2,10,6,2
95000,35,2,3.846266985,43.63253784,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
93780,24,2,3.880805016,43.6027565,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
150000,36,2,3.854778051,43.6230278,3571,2949,1691,21.56573117,54.03397028,20914,19943,19.9,57.6,3.5,27.2,33.23160393,72.71702368,4,8,1,0
148450,48,2,3.906580925,43.61353302,1817,1331,1098,0,63.66630077,22040,21202.85714,19.6,61.4,3.5,24.7,65.81517656,90.1910828,4,3,1,0
245000,48,2,3.868088961,43.60453033,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
57000,68,3,3.901216984,43.59826279,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
65900,35,0,3.87981391,43.61363983,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
86000,27,2,3.867021084,43.60995102,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
80000,21,1,3.856229067,43.6334343,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
129000,41,1,3.873989105,43.60842896,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
169500,100,5,3.821079969,43.64134979,3945,2354,1526,50.13166557,24.3902439,8150,12217.3913,9,60,8.4,27.3,40.27187766,76.33410673,2,4,3,1
85000,18,1,3.875106096,43.6125412,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
285000,80,4,3.857481003,43.63127518,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
80000,29,1,3.871303082,43.62641525,2883,1964,1904,13.03216651,67.85992218,25188,23835,20.4,50.3,2.3,36.1,59.77596741,78.63501484,8,17,2,0
80000,21,1,3.856229067,43.6334343,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
138400,43,2,3.880806923,43.60329437,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
185100,120,5,3.874999046,43.6073494,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
341200,76,4,3.893249989,43.59079742,1877,1352,1155,20.01128987,50.74798619,18344,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0,3,2,8
220000,70,0,3.862103939,43.61159515,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
1000,65,0,3.882699966,43.60887909,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
173000,78,4,3.867445946,43.59165192,5788,3594,3160,21.76228742,50.67014147,17061,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4,28,9,5
92600,35,2,3.885207891,43.60089874,2888,1851,1605,22.36770322,50.80882353,17720,18040.37037,15,57.3,4.4,30.6,56.29389519,80.57080132,3,6,3,1
67500,45,2,3.827141047,43.61289978,2594,1881,1471,38.16155989,33.86287625,11316,13993.33333,11.9,66.4,7.3,20.2,53.42902711,80.6345733,4,7,5,1
15000,48,2,3.867021084,43.60995102,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
11000,12,1,3.881073952,43.60819626,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
144000,48,2,3.893146038,43.6010704,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
300000,94,4,3.874187946,43.63166046,4247,3180,2832,29.44006415,48.19277108,15864,16658,17.3,58.2,3.5,27,48.4591195,73.10149042,7,23,10,0
209000,86,3,3.831734896,43.63530731,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
120000,31,2,3.905859947,43.61316299,1817,1331,1098,0,63.66630077,22040,21202.85714,19.6,61.4,3.5,24.7,65.81517656,90.1910828,4,3,1,0
90000,46,0,3.872925997,43.63780975,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
144500,73,4,3.856605053,43.60770798,3190,2180,1841,33.71358371,43.04869442,13462,15858,14.3,51.8,4.6,35.4,50.04587156,79.01960784,1,2,6,0
104500,40,2,3.858042955,43.59019852,5374,3559,2692,24.10271374,45.05849133,16010,16734,14.6,59.9,5,28.3,58.16240517,88.68407578,4,19,7,2
98000,35,2,3.88520503,43.60539246,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
151600,52,3,3.874520063,43.61776733,2967,2251,2021,23.52941176,53.83244207,19814,19367.41935,20.7,54.9,3.9,25.1,46.82363394,75.51252847,9,21,7,0
165000,88,4,3.869895935,43.61516953,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
150000,56,3,3.879235029,43.61938858,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
88000,40,2,3.883009911,43.60445023,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
129100,25,1,3.833475113,43.63911438,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
76240,20,1,3.869791985,43.6385994,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
70000,20,1,3.868855,43.60879898,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
180000,155,0,3.88894105,43.60576248,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
226000,80,4,3.888933897,43.60786819,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
108000,35,2,3.824645042,43.63604355,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
47000,17,1,3.837946892,43.61346817,1984,1138,1261,31.58865575,44.66019417,13840,15382.69231,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2,17,0,0
160000,80,4,3.851666927,43.60090637,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
82000,35,2,3.870018959,43.60257721,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
209500,63,3,3.872999907,43.59046173,5788,3594,3160,21.76228742,50.67014147,17061,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4,28,9,5
134000,62,3,3.837338924,43.59600449,4188,2918,2027,16.44876523,61.18791603,20392,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3,25,2,4
170000,339,0,3.864871979,43.61014175,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
320000,75,3,3.893047094,43.60517883,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
77000,44,2,3.841712952,43.6176033,4057,2735,1374,62.59501503,16.38477801,6100,10594.41176,7.2,60.5,11.3,23.8,37.14808044,73.51598174,2,6,5,1
95500,53,2,3.832834005,43.61526108,3983,2547,1846,41.76058483,32.55813953,10480,13344.66667,12.5,56.6,6.2,30.3,44.16961131,76.42928786,2,11,2,0
66500,19,1,3.857794046,43.61231995,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
107000,67,4,3.847620964,43.60581589,4258,2866,2198,23.52122477,51.64147994,16308,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2,8,4,1
56000,19,1,3.87893796,43.60167313,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
423740,75,4,3.869534016,43.60424042,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
120000,56,3,3.883009911,43.60445023,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
179000,55,3,3.895137072,43.60066223,1877,1352,1155,20.01128987,50.74798619,18344,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0,3,2,8
248000,86,3,3.840982914,43.63929367,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
273800,98,5,3.84228301,43.62889862,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
310000,77,3,3.867901087,43.59904861,3521,2139,1905,21.78927681,53.0956848,17972,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.1776028,2,10,6,2
437170,117,4,3.868580103,43.60295868,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
305000,83,0,3.878089905,43.60902405,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
80000,21,1,3.8665061,43.60671234,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
120000,45,1,3.890068054,43.59514618,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
148000,51,0,3.893047094,43.60517883,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
114000,31,2,3.877826929,43.61402893,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
71000,58,3,3.845360041,43.62064362,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
147000,84,4,3.851666927,43.60090637,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
135000,54,2,3.894105911,43.60362625,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
69000,21,1,3.856229067,43.6334343,4667,4123,2157,21.40655646,51.84016824,21278,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3,17,4,0
70000,19,1,3.894736052,43.60172653,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
95500,30,1,3.892731905,43.60651398,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
386075,92,4,3.873648882,43.60406876,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
129000,64,3,3.837338924,43.59600449,4188,2918,2027,16.44876523,61.18791603,20392,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3,25,2,4
155000,63,3,3.858042955,43.59019852,5374,3559,2692,24.10271374,45.05849133,16010,16734,14.6,59.9,5,28.3,58.16240517,88.68407578,4,19,7,2
200000,94,5,3.88606596,43.59545135,2976,1800,1691,16.79723083,63.01684533,21808,20867,20.2,51.7,3.2,30.9,56.16666667,85.73113208,3,27,4,1
58000,57,3,3.845360041,43.62064362,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
162500,58,0,3.895463943,43.60860443,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
208000,69,3,3.882100105,43.62362671,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
77000,19,1,3.86512804,43.61914063,2731,1826,1571,17.53648281,61.00872939,22862,21669.04762,21.9,55.8,2.7,25.3,54.3263965,78.84378844,8,19,6,1
55000,30,0,3.881973982,43.61606216,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
79000,28,1,3.872298956,43.63844681,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
370000,98,3,3.871984005,43.60972977,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
68500,30,1,3.893083096,43.60912323,2691,1732,1680,14.43488943,62.53644315,21282,20684,17.7,55.9,3.6,33.4,57.39030023,84.06976744,3,8,3,6
118000,58,2,3.827044964,43.61125565,2621,1701,1164,14.3017177,63.59489051,22918,22382,20.5,53.6,2.8,27,61.61081717,89.33177022,0,10,3,1
217000,69,3,3.895380974,43.6031723,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
